"ip";"port";"country code";"city";"region";"country";"level";"http";"https";"socks4";"socks5";"google";"twitter";"instagram";"telegram";"avito";"mailru";"real_ip";"response, msec";"good checks";"bad checks";"hostname"
"118.173.207.140";8080;"TH";"Phuket";"Phuket";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"118.173.207.140";263;279;28;"118.173.207.140"
"118.173.175.37";8080;"TH";"Ko Pha Ngan";"Surat Thani";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"118.173.175.37";263;168;27;"node-ylh.pool-118-173.dynamic.nt-isp.net"
"116.172.66.186";12701;"CN";"";"";"Китай";1;1;1;0;0;0;0;0;0;0;0;"116.172.66.186";263;1046;7;"116.172.66.186"
"113.53.154.124";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"113.53.154.124";263;218;2;"node-58c.pool-113-53.dynamic.totinternet.net"
"111.202.247.50";18888;"CN";"Beijing";"Beijing";"Китай";1;0;1;0;0;0;0;0;0;0;0;"111.202.247.50";263;1058;0;"111.202.247.50"
"110.43.221.121";7088;"CN";"Shanghai";"Shanghai";"Китай";1;0;1;0;0;0;0;0;0;0;0;"42.81.157.159";385;660;32;"42.81.157.159"
"109.107.14.110";8080;"PL";"czna";"Lower Silesia";"Польша";1;0;1;0;0;0;0;1;1;1;0;"109.107.14.110";134;60;0;"109107014110.gdansk.vectranet.pl"
"103.255.132.165";8085;"ID";"";"";"Индонезия";1;0;1;0;0;0;0;1;1;0;0;"103.255.132.165";263;838;520;"103-255-132-165.ihore.id"
"103.175.83.83";8082;"ID";"Banjarmasin";"South Kalimantan";"Индонезия";1;0;1;0;0;0;0;1;0;0;0;"180.254.128.36";385;793;354;"180.254.128.36"
"103.172.23.38";8080;"ID";"";"";"Индонезия";1;0;1;0;0;0;0;1;1;0;0;"103.172.23.38";301;96;0;"103.172.23.38"
"103.162.16.224";8080;"ID";"";"";"Индонезия";1;0;1;0;0;0;0;1;1;0;0;"103.162.16.224";264;16;0;"103.162.16.224"
"103.144.146.12";8085;"ID";"";"";"Индонезия";1;0;1;0;0;0;0;0;0;1;0;"103.183.98.250";300;229;8;"103.183.98.250"
"103.141.150.147";8080;"ID";"";"";"Индонезия";1;0;1;0;0;0;0;1;0;0;0;"103.141.150.147";264;298;38;"103.141.150.147"
"103.120.76.86";8080;"ID";"";"Banten";"Индонезия";1;0;1;0;0;0;0;1;1;0;0;"103.120.76.86";264;308;18;"kotoknet.hacinet.com"
"103.81.64.89";8080;"ID";"";"";"Индонезия";1;0;1;0;0;0;0;1;1;0;0;"103.81.66.210";300;10;0;"103.81.66.210"
"103.74.67.168";8080;"AU";"Hervey Bay";"Queensland";"Австралия";1;0;1;0;0;0;0;0;0;0;0;"103.74.67.168";386;23;0;"103.74.67.168"
"102.218.195.185";8080;"ZA";"Centurion";"Gauteng";"ЮАР";1;0;1;0;0;0;0;1;0;0;0;"102.218.195.185";264;507;21;"102.218.195.185"
"102.218.67.252";8080;"ZA";"Cape Town";"Western Cape";"ЮАР";1;0;1;0;0;0;0;0;0;0;0;"102.218.67.252";264;86;0;"102.218.67.252"
"101.109.218.101";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"101.109.218.101";264;272;19;"node-1751.pool-101-109.dynamic.nt-isp.net"
"101.109.85.189";8080;"TH";"Nakhon Pathom";"Nakhon Pathom";"Таиланд";1;0;1;0;0;0;0;1;0;0;0;"101.109.85.189";264;581;51;"node-gxp.pool-101-109.dynamic.totinternet.net"
"101.109.5.166";8080;"TH";"Pattaya";"Chon Buri";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"101.109.5.166";264;253;5;"node-146.pool-101-109.dynamic.totinternet.net"
"101.108.2.187";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;1;1;1;0;"101.108.2.187";264;90;0;"101.108.2.187"
"101.51.95.36";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;1;0;0;0;"101.51.95.36";264;66;0;"node-isk.pool-101-51.dynamic.totinternet.net"
"98.85.84.39";8888;"US";"Ashburn";"Virginia";"США";1;0;1;0;0;0;0;0;0;1;0;"98.85.84.39";264;51;0;"ec2-98-85-84-39.compute-1.amazonaws.com"
"94.136.191.241";8080;"IN";"Mumbai";"Maharashtra";"Индия";1;0;1;0;0;0;0;0;0;0;0;"94.136.191.241";264;147;28;"ip-241-191-136-94.static.contabo.net"
"93.190.138.107";46182;"NL";"Naaldwijk";"South Holland";"Нидерланды";1;1;1;0;0;0;0;0;0;0;0;"93.190.138.107";136;935;134;"93-190-138-107.hosted-by-worldstream.net"
"89.248.204.51";3128;"US";"Reston";"Virginia";"США";1;1;1;0;0;0;0;0;1;1;0;"15.204.129.35";136;331;4;"15.204.129.35"
"85.154.9.254";8080;"OM";"Salalah";"Dhofar";"Оман";1;0;1;0;0;0;0;1;0;0;0;"85.154.9.254";264;217;0;"85.154.9.254"
"79.210.198.163";3128;"DE";"Bonn";"North Rhine-Westphalia";"Германия";1;0;1;0;0;0;0;1;1;1;0;"79.210.198.163";136;118;20;"p4fd2c6a3.dip0.t-ipconnect.de"
"72.10.164.178";32351;"US";"Randolph";"Massachusetts";"США";1;1;1;0;0;0;0;0;0;1;0;"173.48.94.188";265;14;0;"pool-173-48-94-188.bstnma.fios.verizon.net"
"72.10.164.178";31521;"KW";"Kuwait City";"Al Asimah";"Кувейт";1;1;1;0;0;0;0;0;0;0;0;"188.236.188.2";265;23;1;"188.236.188.2"
"72.10.164.178";30613;"MX";"Puebla";"Mexico City";"Мексика";1;1;1;0;0;0;0;1;1;1;0;"187.251.241.118";265;14;0;"fixed-187-251-241-118.totalplay.net"
"72.10.164.178";30279;"CO";"Bogot";"Bogota D.C.";"Колумбия";1;1;1;0;0;0;0;1;1;0;0;"190.67.217.140";265;11;0;"190.67.217.140"
"72.10.164.178";29611;"UY";"Maldonado";"Maldonado";"Уругвай";1;1;1;0;0;0;0;0;0;0;0;"190.133.25.32";265;30;0;"r190-133-25-32.dialup.adsl.anteldata.net.uy"
"72.10.164.178";28619;"EC";"Loja";"Loja";"Эквадор";1;1;1;0;0;0;0;1;0;0;0;"190.96.101.190";265;23;2;"190.96.101.190"
"72.10.164.178";28269;"PE";"Lima";"Lima Province";"Перу";1;1;1;0;0;0;0;1;1;0;0;"38.25.30.69";265;34;0;"38.25.30.69"
"72.10.164.178";27155;"JP";"Ibukino";"Osaka";"Япония";1;1;1;0;0;0;0;0;0;0;0;"113.38.224.186";265;33;2;"113x38x224x186.ap113.ftth.ucom.ne.jp"
"72.10.164.178";26237;"ID";"Sidoarjo";"East Java";"Индонезия";1;1;1;0;0;0;0;0;0;0;0;"36.74.15.229";265;14;0;"36.74.15.229"
"72.10.164.178";25921;"TH";"Bangkok";"Bangkok";"Таиланд";1;1;1;0;0;0;0;0;0;0;0;"184.22.231.75";155;17;1;"184-22-231-0.24.nat.sila1-cgn02.myaisfibre.com"
"72.10.164.178";25725;"VE";"Caracas";"Distrito Federal";"Венесуэла";1;0;1;0;0;0;0;1;1;1;0;"38.41.18.89";265;14;1;"89.18.41.38.dynamic.mds-telecom.net"
"72.10.164.178";24927;"ID";"Depok";"West Java";"Индонезия";1;1;1;0;0;0;0;0;0;0;0;"180.252.88.251";265;43;4;"180.252.88.251"
"72.10.164.178";24651;"AU";"Adelaide";"South Australia";"Австралия";1;1;1;0;0;0;0;0;0;0;0;"120.20.225.76";265;11;0;"120.20.225.76"
"72.10.164.178";24203;"BR";"Belo Horizonte";"Minas Gerais";"Бразилия";1;1;1;0;0;0;0;0;0;0;0;"186.206.171.57";265;11;0;"186.206.171.57"
"72.10.164.178";23775;"CO";"Medelln";"Antioquia";"Колумбия";1;1;1;0;0;0;0;0;0;0;0;"181.133.80.237";265;40;0;"181.133.80.237"
"72.10.164.178";23753;"HN";"";"Corts Department";"Гондурас";1;1;1;0;0;0;0;1;1;0;0;"181.78.44.18";264;11;0;"181.78.44.18"
"72.10.164.178";22619;"MX";"Hermosillo";"Sonora";"Мексика";1;1;1;0;0;0;0;1;1;1;0;"189.173.205.96";264;27;0;"dsl-189-173-205-96-dyn.prod-infinitum.com.mx"
"72.10.164.178";22199;"IN";"Mumbai";"Maharashtra";"Индия";1;1;1;0;0;0;0;0;1;0;0;"110.226.177.251";264;11;0;"110.226.177.251"
"72.10.164.178";20469;"AR";"Soldini";"Santa Fe";"Аргентина";1;1;1;0;0;0;0;0;0;0;0;"190.110.250.235";264;11;0;"host235.190-110-250.star-net.com.ar"
"72.10.164.178";17935;"TH";"Pathum Thani";"Pathum Thani";"Таиланд";1;1;1;0;0;0;0;0;0;0;0;"49.228.166.156";264;14;0;"49-228-166-0.24.nat.tls1b-cgn02.myaisfibre.com"
"72.10.164.178";16147;"VN";"Ho Chi Minh City";"Ho Chi Minh";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"118.68.84.178";264;27;0;"118.68.84.178"
"72.10.164.178";14943;"JP";"";"";"Япония";1;1;1;0;0;0;0;1;0;0;0;"60.135.147.95";264;14;0;"60.135.147.95"
"72.10.164.178";14175;"VE";"Caracas";"Distrito Federal";"Венесуэла";1;1;1;0;0;0;0;1;1;1;0;"190.153.102.8";265;34;0;"8.102.153.190.net-uno.net"
"72.10.164.178";13761;"KR";"";"";"Республика Корея";1;1;1;0;0;0;0;0;0;0;0;"120.143.176.10";265;30;0;"120.143.176.10"
"72.10.164.178";10893;"BR";"Porto Alegre";"Rio Grande do Sul";"Бразилия";1;1;1;0;0;0;0;0;1;0;0;"179.147.137.253";156;14;0;"179-147-137-253.user.vivozap.com.br"
"72.10.164.178";9845;"BR";"Itabira";"Minas Gerais";"Бразилия";1;1;1;0;0;0;0;1;1;0;0;"186.251.203.253";265;14;0;"186.251.203.253"
"72.10.164.178";8167;"CO";"Bogot";"Bogota D.C.";"Колумбия";1;1;1;0;0;0;0;1;1;0;0;"186.84.88.112";265;11;0;"dynamic-ip-1868488112.cable.net.co"
"72.10.164.178";6177;"IN";"Bengaluru";"Karnataka";"Индия";1;1;1;0;0;0;0;0;0;0;0;"49.207.223.110";156;34;0;"49.207.223.110.actcorp.in"
"72.10.164.178";5827;"VE";"Barquisimeto";"Lara";"Венесуэла";1;1;1;0;0;0;0;0;0;0;0;"200.8.80.145";265;14;0;"200.8.80.145"
"72.10.164.178";3839;"SA";"Dammam";"Eastern Province";"Саудовская Аравия";1;1;1;0;0;0;0;0;1;1;0;"178.80.169.62";156;11;0;"178.80.169.62"
"72.10.164.178";3029;"MY";"Sungai Petani";"Kedah";"Малайзия";1;1;1;0;0;0;0;0;0;0;0;"42.191.115.66";265;14;0;"42.191.115.66"
"72.10.160.171";25899;"BH";"Manama";"Manama";"Бахрейн";1;1;1;0;0;0;0;0;0;0;0;"46.184.242.112";264;12;0;"46.184.242.112"
"72.10.160.171";20309;"PE";"";"";"Перу";1;1;1;0;0;0;0;1;1;0;0;"190.187.244.41";264;21;0;"190.187.244.41"
"72.10.160.171";19489;"AR";"Ayacucho";"Buenos Aires";"Аргентина";1;1;1;0;0;0;0;1;0;0;0;"192.67.23.8";264;28;0;"192.67.23.8"
"72.10.160.171";17185;"PH";"Cebu City";"Province of Cebu";"Филиппины";1;1;1;0;0;0;0;0;0;0;0;"143.44.165.9";264;27;0;"143.44.165.9-rev.convergeict.com"
"72.10.160.171";12341;"US";"Wilmington";"North Carolina";"США";1;0;1;0;0;0;0;1;1;0;0;"173.93.101.216";264;43;2;"syn-173-093-101-216.res.spectrum.com"
"72.10.160.170";32995;"ID";"Jakarta";"Jakarta";"Индонезия";1;1;1;0;0;0;0;0;0;0;0;"110.138.88.242";264;19;0;"110.138.88.242"
"72.10.160.170";29357;"PH";"Iloilo City";"Province of Iloilo";"Филиппины";1;1;1;0;0;0;0;0;1;0;0;"143.44.196.103";264;21;1;"143.44.196.103-rev.convergeict.com"
"72.10.160.170";25419;"US";"Staten Island";"New York";"США";1;1;1;0;0;0;0;0;0;1;0;"108.46.186.145";157;19;0;"pool-108-46-186-145.nycmny.fios.verizon.net"
"72.10.160.170";23421;"BD";"Chittagong";"Chittagong";"Бангладеш";1;1;1;0;0;0;0;0;0;0;0;"27.147.250.42";264;19;0;"27.147.250.42"
"72.10.160.170";23127;"AR";"Mendoza";"Mendoza";"Аргентина";1;1;1;0;0;0;0;0;1;0;0;"181.21.30.129";264;12;0;"181.21.30.129"
"72.10.160.170";22985;"TH";"Bangkok";"Bangkok";"Таиланд";1;1;1;0;0;0;0;0;0;0;0;"184.82.126.6";264;9;0;"184.82.126.6"
"72.10.160.170";22059;"BR";"So Paulo";"So Paulo";"Бразилия";1;1;1;0;0;0;0;1;0;0;0;"179.247.255.96";264;9;0;"179.247.255.96"
"72.10.160.170";19235;"BO";"La Paz";"La Paz Department";"Боливия";1;1;1;0;0;0;0;1;1;0;0;"190.129.166.29";157;12;0;"190.129.166.29"
"72.10.160.170";19079;"AR";"San Juan Bautista";"Buenos Aires";"Аргентина";1;1;1;0;0;0;0;1;1;0;0;"186.39.72.127";264;29;1;"186-39-72-127.speedy.com.ar"
"72.10.160.170";17407;"BR";"So Carlos";"So Paulo";"Бразилия";1;1;1;0;0;0;0;1;1;0;0;"131.0.203.13";157;9;0;"131.0.203.13"
"72.10.160.170";17025;"ID";"Jakarta";"Jakarta";"Индонезия";1;1;1;0;0;0;0;0;0;0;0;"114.10.45.101";264;12;0;"114.10.45.101"
"72.10.160.170";16811;"MX";"Campeche";"Campeche";"Мексика";1;1;1;0;0;0;0;1;1;0;0;"189.174.43.79";157;9;0;"dsl-189-174-43-79-dyn.prod-infinitum.com.mx"
"72.10.160.170";15121;"KR";"Cheonan";"Chungcheongnam-do";"Республика Корея";1;1;1;0;0;0;0;1;1;0;0;"175.121.57.7";157;24;2;"175.121.57.7"
"72.10.160.170";15117;"KW";"Kuwait City";"Al Asimah";"Кувейт";1;1;1;0;0;0;0;0;0;0;0;"188.236.44.208";264;21;1;"188.236.44.208"
"72.10.160.170";12515;"CW";"";"";"Кюрасао";1;1;1;0;0;0;0;1;1;0;0;"200.26.214.205";264;9;0;"200.26.214.205"
"72.10.160.170";12359;"IN";"Bengaluru";"Karnataka";"Индия";1;1;1;0;0;0;0;0;0;0;0;"49.207.195.231";264;9;0;"49.207.195.231.actcorp.in"
"72.10.160.170";11255;"SG";"";"";"Сингапур";1;1;1;0;0;0;0;0;0;0;0;"103.252.201.17";139;51;1;"17-201-252-103.myrepublic.com.sg"
"72.10.160.170";10293;"EC";"Guayaquil";"Guayas";"Эквадор";1;1;1;0;0;0;0;1;1;0;0;"179.60.189.152";264;12;0;"179.60.189.152"
"72.10.160.170";9833;"TH";"Bangkok";"Bangkok";"Таиланд";1;1;1;0;0;0;0;0;1;0;0;"184.22.232.68";264;9;0;"184-22-232-0.24.nat.sila1-cgn02.myaisfibre.com"
"72.10.160.170";9645;"BN";"Bandar Seri Begawan";"Brunei-Muara District";"Бруней-Даруссалам";1;1;1;0;0;0;0;0;1;0;0;"119.160.162.190";264;12;0;"119.160.162.190"
"72.10.160.170";9287;"UY";"Montevideo";"Montevideo Department";"Уругвай";1;1;1;0;0;0;0;0;1;0;0;"167.58.156.41";264;12;0;"r167-58-156-41.dialup.adsl.anteldata.net.uy"
"72.10.160.170";6601;"QA";"Doha";"Baladyat ad Dawah";"Катар";1;1;1;0;0;0;0;1;1;0;0;"212.70.119.136";158;9;0;"212.70.119.136"
"72.10.160.170";4167;"ID";"Jakarta";"Jakarta";"Индонезия";1;1;1;0;0;0;0;0;0;0;0;"182.253.50.34";158;29;1;"182.253.50.34"
"72.10.160.170";3321;"HK";"Tsuen Wan";"Tsuen Wan District";"Гонконг";1;1;1;0;0;0;0;0;0;0;0;"183.178.144.184";157;9;0;"183.178.144.184"
"72.10.160.170";2311;"VN";"Ho Chi Minh City";"Ho Chi Minh";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"1.52.24.184";264;12;0;"1.52.24.184"
"72.10.160.170";1625;"VN";"Hanoi";"Hanoi";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"14.231.152.104";264;9;0;"14.231.152.104"
"72.10.160.92";10493;"ID";"Probolinggo";"East Java";"Индонезия";1;1;1;0;0;0;0;0;0;0;0;"110.137.72.133";157;19;0;"110.137.72.133"
"72.10.160.91";23761;"AR";"Santiago del Estero";"Santiago del Estero";"Аргентина";1;1;1;0;0;0;0;0;0;0;0;"190.31.176.232";157;19;0;"host232.190-31-176.telecom.net.ar"
"72.10.160.91";9393;"IN";"Coimbatore";"Tamil Nadu";"Индия";1;1;1;0;0;0;0;0;1;0;0;"49.47.217.183";264;9;0;"49.47.217.183"
"72.10.160.90";33233;"JP";"Yaizu";"Shizuoka";"Япония";1;1;1;0;0;0;0;0;0;0;0;"183.86.53.215";141;52;0;"vc215.net183086053.thn.ne.jp"
"72.10.160.90";32643;"IN";"Bhopal";"Madhya Pradesh";"Индия";1;1;1;0;0;0;0;0;0;0;0;"106.222.215.63";141;9;0;"106.222.215.63"
"72.10.160.90";30855;"SG";"";"";"Сингапур";1;1;1;0;0;0;0;0;0;0;0;"112.199.183.171";157;12;0;"112.199.183.171"
"72.10.160.90";29701;"AE";"Abu Dhabi";"Abu Dhabi";"ОАЭ";1;1;1;0;0;0;0;0;1;0;0;"92.99.23.187";264;12;0;"92.99.23.187"
"72.10.160.90";26527;"AR";"Buenos Aires";"Buenos Aires";"Аргентина";1;1;1;0;0;0;0;0;0;0;0;"200.126.232.245";157;9;0;"245-232-126-200.fibertel.com.ar"
"72.10.160.90";26123;"PY";"Asuncin";"Asuncin";"Парагвай";1;1;1;0;0;0;0;0;1;0;0;"181.123.19.196";264;12;0;"pool-196-19-123-181.telecel.com.py"
"72.10.160.90";25623;"FR";"Paris";"Paris";"Франция";1;1;1;0;0;0;0;0;1;1;0;"138.199.47.208";142;12;0;"unn-138-199-47-208.datapacket.com"
"72.10.160.90";25323;"TR";"Ankara";"Ankara";"Турция";1;1;1;0;0;0;0;0;1;0;0;"212.175.150.116";264;34;0;"212.175.150.116"
"72.10.160.90";25299;"US";"Fairfield";"Connecticut";"США";1;1;1;0;0;0;0;0;0;1;0;"47.18.162.123";157;43;0;"ool-2f12a27b.dyn.optonline.net"
"72.10.160.90";24915;"VN";"Hanoi";"Hanoi";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"222.252.26.34";142;9;0;"222.252.26.34"
"72.10.160.90";24149;"MY";"Bukit Mertajam";"Penang";"Малайзия";1;1;1;0;0;0;0;0;0;0;0;"180.75.47.164";157;24;2;"180.75.47.164"
"72.10.160.90";22697;"VE";"Miranda";"Miranda";"Венесуэла";1;1;1;0;0;0;0;0;0;0;0;"181.208.199.25";157;12;0;"181.208.199.25"
"72.10.160.90";21655;"AR";"Pergamino";"Buenos Aires";"Аргентина";1;1;1;0;0;0;0;0;0;0;0;"190.245.57.162";157;34;0;"190.245.57.162"
"72.10.160.90";21267;"AR";"Larroque";"Entre Rios";"Аргентина";1;1;1;0;0;0;0;0;0;0;0;"181.209.90.188";157;12;0;"181.209.90.188"
"72.10.160.90";20537;"DO";"Santo Domingo";"Nacional";"Доминиканская Республика";1;1;1;0;0;0;0;1;1;0;0;"152.0.118.45";157;56;0;"45.118.0.152.d.dyn.claro.net.do"
"72.10.160.90";20519;"CA";"Toronto";"Ontario";"Канада";1;1;1;0;0;0;0;1;1;0;0;"99.231.25.0";157;9;0;"pool-99-231-25-0.cpe.net.cable.rogers.com"
"72.10.160.90";17539;"EC";"Milagro";"Guayas";"Эквадор";1;1;1;0;0;0;0;1;1;0;0;"181.78.194.87";157;21;2;"181.78.194.87"
"72.10.160.90";16159;"CO";"Ccuta";"Norte de Santander Department";"Колумбия";1;1;1;0;0;0;0;1;1;0;0;"181.50.104.63";157;19;0;"181.50.104.63"
"72.10.160.90";14991;"IN";"Bengaluru";"Karnataka";"Индия";1;1;1;0;0;0;0;0;0;0;0;"152.58.216.74";157;12;0;"152.58.216.74"
"72.10.160.90";12885;"KR";"Cheongju-si";"North Chungcheong";"Республика Корея";1;1;1;0;0;0;0;0;0;0;0;"220.125.59.25";157;52;1;"220.125.59.25"
"72.10.160.90";12869;"ID";"Jakarta";"Jakarta";"Индонезия";1;1;1;0;0;0;0;0;0;0;0;"139.0.128.122";157;9;0;"139.0.128.122"
"72.10.160.90";8845;"MX";"Cancn";"Quintana Roo";"Мексика";1;1;1;0;0;0;0;0;0;0;0;"189.174.150.205";157;12;0;"dsl-189-174-150-205-dyn.prod-infinitum.com.mx"
"72.10.160.90";8531;"US";"Shelbyville";"Indiana";"США";1;1;1;0;0;0;0;0;0;0;0;"38.86.78.207";142;12;0;"38.86.78.207"
"72.10.160.90";8319;"AR";"Neuqun";"Neuquen";"Аргентина";1;1;1;0;0;0;0;0;0;0;0;"181.27.207.168";142;50;0;"181-27-207-168.speedy.com.ar"
"72.10.160.90";7331;"DO";"Santiago de los Caballeros";"Santiago Province";"Доминиканская Республика";1;1;1;0;0;0;0;1;0;0;0;"179.53.5.49";142;21;1;"49.5.53.179.d.dyn.claro.net.do"
"72.10.160.90";5547;"US";"Carmel";"Indiana";"США";1;0;1;0;0;0;0;1;1;1;0;"47.231.164.101";264;40;3;"syn-047-231-164-101.res.spectrum.com"
"72.10.160.90";5345;"AR";"Crdoba";"Cordoba";"Аргентина";1;1;1;0;0;0;0;0;0;0;0;"186.189.234.137";142;50;1;"customer-static-189-234-137.iplannetworks.net"
"72.10.160.90";4821;"AE";"Sharjah";"Sharjah";"ОАЭ";1;1;1;0;0;0;0;0;0;0;0;"5.107.43.155";156;9;0;"5.107.43.155"
"72.10.160.90";4463;"TW";"Taoyuan District";"Taoyuan";"Тайвань";1;1;1;0;0;0;0;0;0;0;0;"111.240.12.180";156;9;0;"111.240.12.180"
"72.10.160.90";4253;"AE";"Sharjah";"Sharjah";"ОАЭ";1;1;1;0;0;0;0;0;0;0;0;"5.107.17.179";142;34;0;"5.107.17.179"
"72.10.160.90";3765;"TW";"Taipei";"Taipei City";"Тайвань";1;1;1;0;0;0;0;0;0;0;0;"61.71.39.86";156;9;0;"host-61-71-39-86.static.kbtelecom.net"
"72.10.160.90";2393;"CA";"Mississauga";"Ontario";"Канада";1;0;1;0;0;0;0;1;1;1;0;"99.245.12.234";264;19;0;"pool-99-245-12-234.cpe.net.cable.rogers.com"
"72.10.160.90";1647;"CA";"Whitby";"Ontario";"Канада";1;1;1;0;0;0;0;0;0;1;0;"70.53.86.214";156;12;0;"bras-base-wtbyon9412w-grc-13-70-53-86-214.dsl.bell.ca"
"72.10.160.90";1635;"PK";"Faisalabad";"Punjab";"Пакистан";1;1;1;0;0;0;0;0;0;0;0;"58.65.223.21";143;12;0;"58.65.223.21"
"67.43.236.20";32381;"PH";"Laoag";"Province of Ilocos Norte";"Филиппины";1;0;1;0;0;0;0;0;0;0;0;"143.44.132.4";143;12;0;"143.44.132.4"
"67.43.236.19";23465;"PK";"Faisalabad";"Punjab";"Пакистан";1;1;1;0;0;0;0;0;0;0;0;"182.188.120.96";156;16;0;"182.188.120.96"
"67.43.236.19";18397;"PH";"Imus";"Province of Cavite";"Филиппины";1;1;1;0;0;0;0;0;0;0;0;"122.2.112.144";143;16;0;"122.2.112.144"
"67.43.236.19";2795;"EC";"Cuenca";"Azuay";"Эквадор";1;1;1;0;0;0;0;1;1;1;0;"190.110.58.204";143;12;0;"190.110.58.204"
"67.43.236.18";30541;"CO";"Yumbo";"Valle del Cauca Department";"Колумбия";1;1;1;0;0;0;0;1;1;1;0;"190.108.77.124";143;27;0;"gpon-190.108.77.124-celsiainternet.com"
"67.43.236.18";29937;"PH";"Carmona";"Province of Cavite";"Филиппины";1;1;1;0;0;0;0;0;0;0;0;"180.190.135.116";143;19;0;"180.190.135.116"
"67.43.236.18";29151;"AE";"Sharjah";"Sharjah";"ОАЭ";1;1;1;0;0;0;0;0;0;0;0;"5.194.145.74";143;26;6;"5.194.145.74"
"67.43.236.18";25313;"MY";"Kuala Lumpur";"Kuala Lumpur";"Малайзия";1;1;1;0;0;0;0;0;0;0;0;"115.135.25.145";143;12;0;"115.135.25.145"
"67.43.236.18";20393;"BR";"Maca";"Rio de Janeiro";"Бразилия";1;1;1;0;0;0;0;1;1;0;0;"168.197.236.210";143;19;1;"168.197.236.210"
"67.43.236.18";18719;"US";"Lancaster";"Pennsylvania";"США";1;1;1;0;0;0;0;1;1;0;0;"73.101.98.228";155;12;0;"c-73-101-98-228.hsd1.pa.comcast.net"
"67.43.236.18";17257;"BD";"Dhaka";"Dhaka";"Бангладеш";1;1;1;0;0;0;0;0;0;0;0;"103.133.203.227";143;16;0;"103.133.203.227"
"67.43.236.18";15087;"AR";"Rosario";"Santa Fe";"Аргентина";1;1;1;0;0;0;0;1;1;0;0;"186.158.145.9";143;25;0;"186.158.145.9"
"67.43.236.18";10247;"KR";"Dongdaemun";"Seoul";"Республика Корея";1;1;1;0;0;0;0;0;0;0;0;"175.192.198.219";143;12;0;"175.192.198.219"
"67.43.236.18";7063;"VE";"Caracas";"Distrito Federal";"Венесуэла";1;1;1;0;0;0;0;0;0;1;0;"190.94.198.83";143;25;0;"190.94.198.83"
"67.43.236.18";5753;"VN";"Ho Chi Minh City";"Ho Chi Minh";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"171.249.177.70";155;12;1;"171.249.177.70"
"67.43.236.18";5601;"DO";"Santo Domingo";"Nacional";"Доминиканская Республика";1;1;1;0;0;0;0;0;1;0;0;"190.166.80.146";143;27;1;"190.166.80.146"
"67.43.236.18";4939;"AR";"Boulogne Sur Mer";"Buenos Aires";"Аргентина";1;1;1;0;0;0;0;0;0;0;0;"66.60.8.213";143;19;0;"213-8-60-66.fibertel.com.ar"
"67.43.236.18";3097;"US";"Owosso";"Michigan";"США";1;0;1;0;0;0;0;1;1;0;0;"24.180.68.102";143;27;0;"syn-024-180-068-102.res.spectrum.com"
"67.43.236.18";1093;"US";"Tampa";"Florida";"США";1;0;1;0;0;0;0;1;1;0;0;"104.136.211.189";265;19;0;"syn-104-136-211-189.res.spectrum.com"
"67.43.228.251";32411;"EC";"Quito";"Pichincha";"Эквадор";1;1;1;0;0;0;0;0;0;0;0;"190.110.41.111";154;23;6;"corp-190-110-41-111.punto.net.ec"
"67.43.228.251";14045;"IN";"";"";"Индия";1;1;1;0;0;0;0;0;0;0;0;"182.64.45.134";143;33;0;"182.64.45.134"
"67.43.228.250";31763;"IN";"Bengaluru";"Karnataka";"Индия";1;1;1;0;0;0;0;0;0;0;0;"106.222.203.25";143;11;0;"106.222.203.25"
"67.43.228.250";31091;"KH";"";"";"Камбоджа";1;1;1;0;0;0;0;0;0;0;0;"111.67.101.219";143;14;0;"111.67.101.219"
"67.43.228.250";30307;"CO";"Roldanillo";"Valle del Cauca Department";"Колумбия";1;1;1;0;0;0;0;1;1;0;0;"45.230.33.196";143;14;0;"45.230.33.196"
"67.43.228.250";29009;"IN";"Ludhiana";"Punjab";"Индия";1;1;1;0;0;0;0;0;1;0;0;"49.43.89.45";143;14;0;"49.43.89.45"
"67.43.228.250";21025;"NI";"Managua";"Managua Department";"Никарагуа";1;1;1;0;0;0;0;1;1;1;0;"161.0.62.250";154;14;1;"host-250-62-0-161.ibw.com.ni"
"67.43.228.250";16959;"US";"Los Angeles";"California";"США";1;1;1;0;0;0;0;1;1;0;0;"104.175.76.88";154;11;0;"syn-104-175-076-088.res.spectrum.com"
"67.43.228.250";16363;"VE";"Porlamar";"Nueva Esparta";"Венесуэла";1;1;1;0;0;0;0;0;1;1;0;"190.142.132.40";143;11;0;"190.142.132.40"
