title,salary,experience,busyness,location,description,link
Администратор в медицинский центр,60 000 — 63 000 ₽/месяц,Опыт не нужен,,Лыткарино,"Вакансии Администратор в медицинский центр 60 000 — 63 000 ₽/месяц Опыт не нужен Лыткарино Показать на карте Опыт работы не требуется, сменный график работы Jobers Клиент SuperJob с 2022 года До 50 сотрудников JOBERS – ваш надежный партнер в мире занятости! Уже более 5 лет мы помогаем успешному бизнесу в России находить лучших сотрудников, а... Вакансия компании: Медицинский центр 100med Лыткарино Многопрофильный медицинский центр ""Стомед"" уже 20 лет успешно работает на рынке медицинских услуг. Мы предоставляем широкий спектр медицинских услуг по профилактике, диагностике и лечению различных заболеваний. В нашей клинике пациент получает полный цикл необходимой медицинской помощи от первичной диагностики до проведения оперативной помощи и восстановительного лечения. Наш адрес: Московская область , Лыткарино , кв-л 3А, 1 В настоящий момент мы приглашаем в наш коллектив Администратора! Звоните! Откликайтесь! В « Стомед » ценен и важен каждый сотрудник, поэтому мы следим, чтобы работать в клинике было комфортно и приятно. Мы предлагаем: Удобный сменный график (часы работы с 8.00 до 20.00); Гарантированную и стабильную оплату труда; Официальное трудоустройство по ТК РФ; Обучение кандидатов без опыта подобной работы; Перспективу профессионального и карьерного роста Комфортная раздевалка и зона отдыха персонала Существенные корпоративные скидки (от 15% до 50 %) на медицинские услуги для самого сотрудника и членов его семьи; Слаженный и приятный коллектив, развитую корпоративную культуру: корпоративные мероприятия и праздники на Новый год и день медицинского работника; Лояльное грамотное руководство, всегда готовое помочь и поддержать; Возможность карьерного роста Наши пожелания: Уверенный пользователь ПК Грамотная устная и письменная речь В список ваших задач будет входить: Осуществление работы по эффективному и культурному обслуживанию пациентов, созданию для них комфортных условий (консультировать о режиме работы клиники, докторах, исследованиях, правилах подготовки к ним) Запись пациентов на прием Оформление первичной документации пациентов Формирование отчетности Работа с кассой У вас нет опыта работы с какими-то из программ (в частности с медицинскими)? Это не беда! Мы обязательно поможем вам в них разобраться и обучим всему необходимому! Приносить пользу людям и получать за это достойную зарплату – не мечта, а реальность. Убедитесь в этом сами, откликайтесь на вакансию и приходите работать в «Стомед»! Мы ждём вас! Выберите сообщение Перезвоните мне, пожалуйста Хочу пообщаться по вакансии в чате",https://russia.superjob.ru/vakansii/administrator-v-medicinskij-centr-50718702.html
Администратор медицинского центра,55 000 ₽/месяц,Опыт работы от 1 года, полная занятость,Санкт-Петербург,"Медицина, фармацевтика, ветеринария Средний и младший медицинский персонал Администратор медицинского центра 55 000 ₽/месяц Санкт-Петербург Садовая  и ещё 2 станции Показать на карте Опыт работы от 1 года, среднее специальное образование, полная занятость Медицинский центр (филиал АО Адмиралтейские верфи) Клиент SuperJob с 2016 года Более 100 сотрудников Медицинский Центр АО «Адмиралтейские верфи» – многопрофильная медицинская организация, отвечающая современным стандартам. Врачи центра... Обязанности: Оформление договоров на платные медицинские услуги Оформление амбулаторной карты пациента Работа в МИС (электронная история болезни) (проводится обучение) Консультирование пациентов по медицинским услугам и специалистам, запись на прием Проведение расчетно-кассовых операций Ведение отчетной документации Поддержание стандартов сервиса. Требования: Высшее, среднее образование. Хорошие коммуникативные навыки, грамотная речь. Опыт работы в медицинской сфере будет преимуществом Уверенный пользователь ПК Готовность к обучению Условия: Работа в Медицинском центре АО ""Адмиралтейские верфи"" Режим работы по графику, 2/2, понедельник-воскресенье с 7-30 до 21-00 Возможна полная или частичная занятость Официальное трудоустройство в рамках ТК РФ Официальная заработная плата, оплата листов нетрудоспособности, ежегодные оплачиваемые отпуска Льготы на медицинское обслуживание ДМС после 1 года работы (для основных работников) Путевки на базы отдыха (Лен область) и детский лагеря по льготной стоимости Откликнуться",https://russia.superjob.ru/vakansii/administrator-medicinskogo-centra-34356108.html
Администратор медицинского центра,от 50 000 ₽/месяц,Опыт работы от 1 года,,Ногинск,"Медицина, фармацевтика, ветеринария Больницы, поликлиники, диагностические центры, лаборатории Администратор медицинского центра от 50 000 ₽/месяц Ногинск Показать на карте Опыт работы от 1 года, сменный график работы ЦМТ Клиент SuperJob с 2013 года До 50 сотрудников Диагностические центры «ВИП-МЕД» Медцентр, клиника, магнитно-резонансная томография, компьютерная томография Обязанности:  Отвечать на звонки, записывать пациентов, прием денежных средств, поддерживать порядок, вести медицинскую документацию.  Требования:  Стрессоустойчивость, доброжелательность, умение работать с медицинскими программами на компьютере.  Условия:  - стабильная заработная плата; - официальное оформление в соответствии с ТК РФ; - график работы и условия оплаты труда, обговаривается и устанавливается на собеседовании; - дружный и приветливый коллектив, комфортные условия труда, современное медицинское оборудование. Откликнуться",https://russia.superjob.ru/vakansii/administrator-medicinskogo-centra-27875535.html
Администратор медицинского центра,от 50 000 ₽/месяц,Опыт не нужен,,Хабаровск,"Вакансии Административная работа, секретариат, АХО Делопроизводство Администратор медицинского центра от 50 000 ₽/месяц Опыт не нужен Хабаровск Опыт работы не требуется, среднее специальное образование, сменный график работы Сеть поликлиник ""Астрокид"" Клиент SuperJob с 2019 года До 50 сотрудников ""Астрокид"" - сеть специализированных детских поликлиник в городе Хабаровске, созданная для удобства маленьких пациентов и их... В связи с расширение сеть поликлиник ""Астрокид"" приглашает к себе в команду администратора медицинского центра Обязанности: Встреча клиентов и обеспечение высокого уровня сервиса; Работа со звонками; Оформление первичных амбулаторных карт; Помощь клиентам в подборе специалистов и услуг клиники; Управление административной документацией и кассовыми операциями;. Поддержание порядка в зоне рецепции. Требования: Как плюс - опыт работы на аналогичной должности (значительно облегчает адаптацию, дает понимание процессов и стандартов обслуживания); Ответственность, организованность, эмоциональная гибкость, клиентоориентированность; Важно! Открытость к новым знаниям, готовность впитывать новую информацию; Образование средне специальное, высшее (оконченное); Навыки работы в специализированных программах (желательно, но не принципиально). Условия: Трудоустройство согласно ТК РФ, график работы 2/2 с 8-00 до 20-00; Комфортное рабочее место в самом ""сердце"" города; Выстроенную систему наставничества и обучения, поддержка и помощь от опытных специалистов; Скидки на обслуживание в сети клиник для сотрудников и членов их семьи. Выберите сообщение Перезвоните мне, пожалуйста Хочу пообщаться по вакансии в чате Откликнуться Позвонить",https://russia.superjob.ru/vakansii/administrator-medicinskogo-centra-46394790.html
Администратор медицинского центра,40 000 — 60 000 ₽/месяц,Опыт не нужен,,Ищем кандидата из: г. Москва и др. городов,"Вакансии Администратор медицинского центра 40 000 — 60 000 ₽/месяц Опыт не нужен Ищем кандидата из: г. Москва и др. городов Ленинградская область, Луга, проспект Володарского, 13А Опыт работы не требуется, сменный график работы Содействие Клиент SuperJob с 2023 года До 50 сотрудников Частный медицинский центр. Обязанности: Организация записи и приема пациентов ; Консультирование пациентов об услугах центра оформление необходимой документации; координация деятельности врачей и прочего персонала медучреждения Требования: умение и желание общаться с людьми клиентоориентированность стрессоустойчивость умение работать с большим потоком пациентов Опытный пользователя ПК и орг. техники Мы ищем ответственного, доброжелательного сотрудника Условия: Трудоустройство согласно ТК РФ график работы с 08.00 до 19.00 2/2 либо 3/3 Стажировка, помощь на начальном этапе. Профессиональные навыки Пользователь ПК Грамотная речь Ответственность Обучаемость Коммуникабельность Внимательность Выберите сообщение Перезвоните мне, пожалуйста Хочу пообщаться по вакансии в чате",https://russia.superjob.ru/vakansii/administrator-medicinskogo-centra-50741232.html
Администратор медицинского центра,от 80 000 ₽/месяц,Опыт работы от 3 лет,,Москва,"Административная работа, секретариат, АХО Делопроизводство Администратор медицинского центра от 80 000 ₽/месяц Москва Смоленская Опыт работы от 3 лет, высшее образование, сменный график работы Доктор Чой плюс Клиент SuperJob с 2024 года До 50 сотрудников Доктор Чой – единственное и уникальное медицинское направление в России, собравшее все виды передовых технологий лечения для детей и их... Требования:  • Прием и обработка телефонных звонков • Запись пациентов, обзвон, ведение клиентской базы • Оформление первичной документации (договоры, согласия) • Работа с кассовым аппаратом, банковским терминалом • Координация работы специалистов, пациентов • Внутренний документооборот Требования: • Уверенный пользователь ПК (Excel, Word)! • Грамотная речь, доброжелательность, способность работать в режиме многозадачности, готовность обучаться и развиваться Условия: • График работы: с 10: 00 до 22:00, 3/3. • Оформление по ТК РФ • Работа в дружном, профессиональном коллективе Откликнуться",https://russia.superjob.ru/vakansii/administrator-medicinskogo-centra-49782406.html
Администратор-кассир в медицинский центр,от 60 000 ₽/месяц,Опыт не нужен, полная занятость,"Москва, улица Гиляровского, 10с1","Административная работа, секретариат, АХО Секретариат, ресепшн, офис-менеджмент Администратор-кассир в медицинский центр от 60 000 ₽/месяц Опыт не нужен Москва, улица Гиляровского, 10с1 7 минут Проспект Мира 7 минут Сухаревская Показать на карте Опыт работы не требуется, среднее образование, полная занятость СЕМЕЙНАЯ КЛИНИКА ЗИМ Клиент SuperJob с 2010 года Более 50 сотрудников АО «Семейная Клиника “ЗИМ”» — современная универсальная клиника широкого спектра качественной специализированной медицинской помощи.... Функции администратора - кассира в медицинском центре в Клинике ЗИМ: Встреча пациентов на ресепшен Распределение пациентов по кабинетам Оформление первичной документации (карт, договоров) Прием платежей Ответы на телефонные звонки клиентов Ведение документации, работа в программе 1C УМЦ Ключевые компетенции и ожидания от будущего сотрудника, которые Потребуются в работе: Желательно опыт работы администратором, но мы обучим сотрудника, даже если вы не работали в этой должности Желание работать в команде, обмениваться опытом; Приветствуется высшее или среднее специальное образование; Нам важно, чтобы вы: Ответственно относились к своей работе; Были тактичны и внимательны к пациентам и коллегам; Имели призвание и желание работать с людьми; Условия работы, которые мы предлагаем для будущего коллеги: Оформление согласно ТК РФ; Работа на территории Клиники (5-7 мин от м. Сухаревская/м. Проспект Мира); Полная занятость и полный рабочий день, возможен график с учетом пожеланий специалиста Корпоративные скидки (до 50 %) на медицинские услуги для самого сотрудника и членов его семьи; Возможности роста и личностного развития, в том числе оплата или совокупное финансирование внешних программ дополнительного образования по профилю сотрудника; Социальная корпоративная программа: корпоративные мероприятия и праздники на Новый год и день медицинского работника; Будем рады видеть Вас в нашей команде! Профессиональные навыки Работа в команде Пользователь ПК Грамотная речь Коммуникабельность Исполнительность Медицинская документация УЗИ Узи суставов УЗИ сердца УЗИ лимфтических узлов УЗИ мягких тканей УЗИ щитовидной железы УЗИ предстательной железы, ТРУЗИ УЗИ брюшной полости УЗИ почек, надпочечников УЗИ мочевого пузыря УЗИ молочной железы УЗИ органов брюшной полости, почек и заброшенного пространства УЗИ молочных желез узи артерий верхних и нижних конечностей ЭХО-КГ Нейросонография Дуплексное сканирование сосудов всех локализаций УЗИ в гинекологии. врач УЗД Узи тазобедренных суставов новорождённым УЗИ диагностика УЗИ брахиоцефальных артерий Выберите сообщение Перезвоните мне, пожалуйста Хочу пообщаться по вакансии в чате Откликнуться",https://russia.superjob.ru/vakansii/administrator-kassir-v-medicinskij-centr-50464512.html
Администратор медицинского центра (м. Коммунарка / м. Бунинская Аллея / м. Потапово),до 90 000 ₽/месяц,Опыт работы от 1 года,,Ищем кандидата из: г. Москва и др. городов,"Администратор медицинского центра (м. Коммунарка / м. Бунинская Аллея / м. Потапово) до 90 000 ₽/месяц Ищем кандидата из: г. Москва и др. городов Москва, Новомосковский административный округ, посёлок Коммунарка, улица Александры Монаховой, 96к2 Бунинская аллея  и ещё 2 станции Опыт работы от 1 года, сменный график работы МедАльянс Клиент SuperJob с 2018 года До 50 сотрудников Диагностическая лаборатория. Обязанности: Встреча, прием и оформление клиентов в программе МИС; Презентация лабораторных услуг HELIX и помощь в выборе анализов; Информирование клиентов о сроках исполнения анализов и их стоимости; Выдача результатов анализов; Презентация врачебных услуг центра, запись к врачам; Взаимодействие с медицинским персоналом (врачи, медицинские сестры); Управление входящими и исходящими звонками, входящей и исходящей корреспонденцией; Обеспечение жизнедеятельности офиса: заказ канцелярских принадлежностей, воды, медицинских расходных материалов и т.д.; Поддержание чистоты и порядка в центре; Открытие и закрытие центра. Требования: Образование: высшее в любой области или среднее специальное в медицинской области; Умение работать с большим объемом информации-в формате многозадачности; Заинтересованность в работе на общий финансовый результат центра; Готовность рассматривать наш центр только для ДОЛГОСРОЧНОГО сотрудничества; Коммуникабельность, ответственность и стрессоустойчивость; Активная жизненная позиция и готовность обучаться; Опыт работы на позиции администратора медицинского центра или центра лабораторной диагностики крайне желателен; Опыт работы с кассовым аппаратом приветствуется; Преимущество отдаем кандидатам, проживающим рядом с метро Коммунарка или Бунинская аллея в связи с ранним началом рабочего дня; Знание компьютера на уровне-продвинутый пользователь ПК (MS Offce, эл. почта, интернет); Гражданство РФ. Условия: График работы 2/2; Оформление по ТК РФ; Стабильная высокая з/п (75000+ежемесячная премия 30% по результатам работы центра и высокой личной эффективности администратора); Дружный, слаженный коллектив; Непрерывное обучение; Режим работы ДЦ: пн-пт 7.30-19.30, сб-вск 9.00-18.00. Профессиональные навыки Пользователь ПК Грамотная речь Ответственность Обучаемость Многозадачность Умение работать в команде Работа с людьми Работа с кассой",https://russia.superjob.ru/vakansii/administrator-medicinskogo-centra-32254626.html
Администратор медицинского центра,По договоренности,Опыт работы от 1 года,,Санкт-Петербург,"Административная работа, секретариат, АХО Секретариат, ресепшн, офис-менеджмент Администратор медицинского центра По договоренности Санкт-Петербург Чкаловская Опыт работы от 1 года, сменный график работы Центральная Медицинская База Клиент SuperJob с 2019 года Более 100 сотрудников Группа компаний «Центральная медицинская база» (ЦМБ) с 1997 года осуществляет деятельность в сфере поставок медицинских расходных... В клинику репродуктивной медицины ICLINIC требуется Администратор. Обязанности: Консультирование пациентов по услугам клиники. Приём входящих звонков. Запись пациентов на приём. Оформление медицинской документации, формирование договоров. Работа в МИС. Координация пациентов по кабинетам клиники. Требования: Грамотность. Вежливость, приветливость. Внимательность. Ответственность. Условия: Работа в стабильной и динамично развивающиеся компании График работы - сменный Официальное трудоустройство в соответствии ТК РФ Заработная плата выплачивается 2 раза в месяц в строго установленные сроки Дружный коллектив и возможности развития в компании  Просим указывать в сопроводительном письме Ваши зарплатные ожидания. Откликнуться",https://russia.superjob.ru/vakansii/administrator-medicinskogo-centra-42221569.html
Администратор медицинского центра,65 000 — 90 000 ₽/месяц,Опыт работы от 1 года,,Ищем кандидата из: г. Москва и др. городов,"Административная работа, секретариат, АХО Делопроизводство Администратор медицинского центра 65 000 — 90 000 ₽/месяц Ищем кандидата из: г. Москва и др. городов Санкт-Петербург Опыт работы от 1 года, сменный график работы Долголетие Клиент SuperJob с 2015 года До 50 сотрудников Многопрофильный медицинский центр «Долголетие» 30 лет стабильной и качественной работы в сфере медицинских услуг Санкт-Петербурга снискал... Обязанности: Создание сервиса высокого уровня: Обеспечение комфортного пребывания пациентов в клинике, оперативное решение возникающих вопросов. Подготовка клиники к открытию и приему пациентов Встреча и сопровождение пациентов: Оформление медицинской документации (медицинские карты, договоры). Координация этапов лечения пациента: Обеспечение своевременной записи на необходимые процедуры и консультации. Работа с кассой. Осуществление расчетов с пациентами за оказанные услуги. Расчет операций. Взаимодействие с врачами: Обеспечение оперативной коммуникации между врачами и пациентами, помощь в организации рабочего процесса. Работа в МИС (Реновация). Требования: Опыт работы администратором в медицинском центре. Уверенный пользователь ПК. Грамотная речь, коммуникабельность, доброжелательность, ответственность, внимательность к деталям. Умение работать в команде. Желание развиваться в сфере медицинского сервиса. Активная жизненная позиция Условия: Выплаты заработной плата 2 раза в месяц без задержек - почасовая ставка + процент в конце месяца; Сменный график работы 2/2; Ежеквартальный премии и бонусная система выплат; Оплачиваемая стажировка (обучение и полное сопровождение на период стажировки); Возможность повышение квалификационной ставки; Карьерный рост Предоставление скидки для обслуживания в клиники. Откликнуться",https://russia.superjob.ru/vakansii/administrator-medicinskogo-centra-50647399.html
Администратор медицинского центра,от 50 000 ₽/месяц,Опыт не нужен,,Санкт-Петербург,"Вакансии Административная работа, секретариат, АХО Делопроизводство Администратор медицинского центра от 50 000 ₽/месяц Опыт не нужен Санкт-Петербург Автово  и ещё 2 станции Показать на карте Опыт работы не требуется, среднее специальное образование, сменный график работы Сеть клиник Инфант Клиент SuperJob с 2012 года Более 50 сотрудников Сеть клиник Инфант начала свою деятельность в 2005 г. В сеть входит 5 клиник. Основным направлением деятельности является оказание... Обязанности: Встреча пациентов; Запись и консультирование пациентов; Входящие звонки; Работа с страховыми компаниями (согласование, учёт); Работа с кассой, терминалом. Работа в электронной медицинской Системе (МИС). Требования: Наличие среднего или высшего образования Коммуникабельность, вежливость; Умение и желание работать с пациентами и сотрудниками; Знание кассовой дисциплины; Опыт работы с базой данных, финансовыми документами, отчетностью; Условия: Трудоустройство по ТК Сменный график работы по 12 часов Выберите сообщение Перезвоните мне, пожалуйста Хочу пообщаться по вакансии в чате Откликнуться Позвонить",https://russia.superjob.ru/vakansii/administrator-medicinskogo-centra-47169229.html
Администратор медицинского центра,40 000 — 45 000 ₽/месяц,Опыт работы от 3 лет,,Ищем кандидата из: г. Москва и др. городов,"Административная работа, секретариат, АХО Делопроизводство Администратор медицинского центра 40 000 — 45 000 ₽/месяц Ищем кандидата из: г. Москва и др. городов Московская область, Жуковский, улица Гудкова Опыт работы от 3 лет, сменный график работы Медицинский центр диагностики и лечения Клиент SuperJob с 2017 года До 50 сотрудников Многопрофильный медицинский центр. Обязанности: Прием телефонных звонков; Предоставление клиентам информации о работе учреждения; Работа в программе Клиники; Запись пациентов на прием; Оформление необходимой документации; Ведение клиентской базы; Встреча клиентов учреждения; Координация деятельности врачей и прочего персонала медучреждения; Кассовые операции Требования: Обучаемость, навыки работы в программах, навыки делового общения Стрессоустойчивость, мобильность, опрятность, хорошая память, неконфликтность Условия: 2/2 оплата почасовая Откликнуться",https://russia.superjob.ru/vakansii/administrator-medicinskogo-centra-50349312.html
Администратор медицинского центра (сутки),от 70 000 ₽/месяц,Опыт работы от 1 года,,,"Административная работа, секретариат, АХО Делопроизводство Администратор медицинского центра (сутки) от 70 000 ₽/месяц Зеленоград Показать на карте Опыт работы от 1 года, среднее образование, сменный график работы Инновационные технологии Клиент SuperJob с 2013 года Более 100 сотрудников Сеть многопрофильных медицинских центров КДЦ 24 (на рынке с 2016 года) предлагает широчайший спектр медицинских услуг, от обследования и... Обязанности: Оформление пациентов на прием; Информирование пациентов о ценах и услугах клиники, о подготовке к обследованиям; Ведение отчетности; Работа в программе Инфоклиника; Разрешение конфликтных ситуаций с пациентами; Выдача результатов обследования пациентам В ночное время работа с кассой. Требования: Опытный пользователь ПК; Образование не ниже среднего - специального; Преимуществом обладают кандидаты с медицинским образованием; Опыт работы в медицинских центрах приветствуется; Грамотная русская речь, четкая дикция; Доброжелательность, ответственность, исполнительность, стрессоустойчивость. В КДЦ 24 Вас ждут: Оформление по ТК РФ Комфортный график работы, Своевременная выплата заработной платы + премии Предоставление всех необходимых инструментов для работы и современное оборудование. Выдача форменной/спецодежды Льготное медицинское обслуживание в нашем центре. Наличие комфортного и оборудованного места для принятия пищи Корпоративное обучение и тренинги; Мы ищем людей которые верят в себя и хотят развиваться вместе с нами. Если Вы активны и заинтересованы в стабильной, интересной и хорошо оплачиваемой работе ждем Вас в КДЦ 24. Профессиональные навыки Пользователь ПК Стрессоустойчивость Консультирование клиентов по телефону Ответственность Коммуникабельность Консультирование клиентов Откликнуться",https://russia.superjob.ru/vakansii/administrator-medicinskogo-centra-25750117.html
Администратор медицинского центра,70 000 — 80 000 ₽/месяц,Опыт работы от 1 года,,Москва,"Административная работа, секретариат, АХО Делопроизводство Администратор медицинского центра 70 000 — 80 000 ₽/месяц Москва Показать на карте Опыт работы от 1 года, среднее специальное образование, сменный график работы Независимая лаборатория ИНВИТРО Клиент SuperJob с 2002 года Более 5 000 сотрудников ИНВИТРО - крупнейшая частная медицинская компания в России, основана в 1998 году. Располагает 7 самыми современными лабораторными... Чем предстоит заниматься: Координация посетителей; Оформление заказов; Выдача результатов; Работа с кассой; Оформление справок о налоговых вычетах; Разрешение спорных и конфликтных ситуаций; Участие в проведении инвентаризации; Соблюдение и обеспечение санитарно-эпидемиологического режима; Ведение документации офиса. Вам потребуется: Хорошие коммуникативные навыки; Высшее образование/средне-специальное образование; Знание ПК, основных офисных программ (MS Office); Готовность обучаться и не бояться интенсивной работы; Желание помогать людям, вежливое и доброжелательное отношение к пациентам; Опыт работы от 1 года; Желателен опыт работы в медицине. Мы предлагаем: Место работы: м. Фили, м. Каширская, м. Автозаводская, м. Крымская, м. Чертановская; График работы: сменный, плавающий; Оформление по ТК РФ (""белая"" заработная плата); Ежегодный оплачиваемый отпуск 28 календарных дней + дополнительно 3 дня оплачиваемого отпуска ежегодно; Внутреннее производственное обучение, тренинги; Скидка 50% на услуги лабораторной диагностики и взятие биоматериала, а так же 30% на прием врачей и проведение функциональной диагностики для сотрудника и ближайших родственников; Корпоративные скидки и специальные предложения от многочисленных партнеров сервиса BestBenefits; Ежегодное комплексное исследование в честь Дня Рождения; На регулярной основе проводятся корпоративные мероприятия, профессиональные соревнования, конкурсы для сотрудников и членов семьи. В компании у каждого сотрудника имеется возможность для профессионального и карьерного роста. Профессиональные навыки Организаторские навыки Работа в команде Пользователь ПК Прием и распределение телефонных звонков Прием посетителей Откликнуться",https://russia.superjob.ru/vakansii/administrator-medicinskogo-centra-50418026.html
Администратор медицинского центра,27 000 — 35 000 ₽/месяц,Опыт работы от 1 года,,Ищем кандидата из: г. Москва и др. городов,"Административная работа, секретариат, АХО Делопроизводство Администратор медицинского центра 27 000 — 35 000 ₽/месяц Ищем кандидата из: г. Москва и др. городов Ставропольский край, Ставрополь, улица Радосская, 13 Опыт работы от 1 года, сменный график работы Лаборатория здоровья Клиент SuperJob с 2024 года До 50 сотрудников Медицинская и лабораторная деятельность. Обязанности: Прием телефонных звонков; Предоставление клиентам информации о работе учреждения; Запись пациентов на прием; Оформление необходимой документации; Ведение клиентской базы; Встреча клиентов учреждения; Координация деятельности врачей и прочего персонала медучреждения; Проведение работы, направленной на предотвращение и ликвидацию конфликтных ситуаций. Требования: Ответственность Пунктуальность Стрессоустойчивость Знание ПК и программ Майкрософт офис ( Excel, Word). Готовность изучения медицинских терминов и медицинской информации. Условия: График работы 2/2 оклад + премия Оформление по ТК РФ Скидки на услуги компании 30% Профессиональные навыки Грамотная речь Обучаемость Коммуникабельность Откликнуться",https://russia.superjob.ru/vakansii/administrator-medicinskogo-centra-49980599.html
